Yıl,Ay No,İlçe,Dogalgaz Tüketim Miktarı (m3)
2022,11,FATİH,12108530.996
2022,12,FATİH,20825358.256
2023,1,FATİH,23521936.894
2023,2,FATİH,26697444.176
2023,3,FATİH,22348687.696
2023,4,FATİH,13239422.168
2015,1,GAZİOSMANPAŞA,25062326.014
2015,2,GAZİOSMANPAŞA,21786642.688
2015,3,GAZİOSMANPAŞA,20825423.301
2015,4,GAZİOSMANPAŞA,13075141.427
2015,5,GAZİOSMANPAŞA,5481869.614
2015,6,GAZİOSMANPAŞA,4383677.096
2015,7,GAZİOSMANPAŞA,3698411.314
2015,8,GAZİOSMANPAŞA,3652354.759
2015,9,GAZİOSMANPAŞA,3860566.542
2015,10,GAZİOSMANPAŞA,6942372.8
2015,11,GAZİOSMANPAŞA,11058836.259
2015,12,GAZİOSMANPAŞA,21775506.437
2016,1,GAZİOSMANPAŞA,26933022.157
2016,2,GAZİOSMANPAŞA,18678362.443
2016,3,GAZİOSMANPAŞA,17518729.057
2016,4,GAZİOSMANPAŞA,7394445.152
2016,5,GAZİOSMANPAŞA,5897516.532
2016,6,GAZİOSMANPAŞA,4577922.933
2016,7,GAZİOSMANPAŞA,3608306.669
2016,8,GAZİOSMANPAŞA,4130402.62
2016,9,GAZİOSMANPAŞA,4148381.687
2016,10,GAZİOSMANPAŞA,7777422.773
2016,11,GAZİOSMANPAŞA,16397718.515
2016,12,GAZİOSMANPAŞA,28310017.038
2017,1,GAZİOSMANPAŞA,33198924.767
2017,2,GAZİOSMANPAŞA,24734668.749
2017,3,GAZİOSMANPAŞA,20747818.211
2017,4,GAZİOSMANPAŞA,13778046.689
2017,5,GAZİOSMANPAŞA,6649794.305
2017,6,GAZİOSMANPAŞA,4341200.393
2017,7,GAZİOSMANPAŞA,4113905.683
2017,8,GAZİOSMANPAŞA,4080826.31
2017,9,GAZİOSMANPAŞA,4166140.623
2017,10,GAZİOSMANPAŞA,7706780.092
2017,11,GAZİOSMANPAŞA,15540925.155
2017,12,GAZİOSMANPAŞA,18496508.859
2018,1,GAZİOSMANPAŞA,28052581.137
2018,2,GAZİOSMANPAŞA,22748253.131
2018,3,GAZİOSMANPAŞA,21404551.942
2018,4,GAZİOSMANPAŞA,10634388.358
2018,5,GAZİOSMANPAŞA,6368906.578
2018,6,GAZİOSMANPAŞA,4180089.704
2018,7,GAZİOSMANPAŞA,4136937.525
2018,8,GAZİOSMANPAŞA,3536626.596
2018,9,GAZİOSMANPAŞA,4396353.846
2018,10,GAZİOSMANPAŞA,6502197.532
2018,11,GAZİOSMANPAŞA,14435306.419
2018,12,GAZİOSMANPAŞA,26946676.019
2019,1,GAZİOSMANPAŞA,29301046.805
2019,2,GAZİOSMANPAŞA,24024735.927
2019,3,GAZİOSMANPAŞA,20843278.721
2019,4,GAZİOSMANPAŞA,14945746.181
2019,5,GAZİOSMANPAŞA,6355685.401
2019,6,GAZİOSMANPAŞA,3919691.48
2019,7,GAZİOSMANPAŞA,4403394.007
2019,8,GAZİOSMANPAŞA,3767669.508
2019,9,GAZİOSMANPAŞA,4542532.016
2019,10,GAZİOSMANPAŞA,5887924.057
2019,11,GAZİOSMANPAŞA,8676809.993
2019,12,GAZİOSMANPAŞA,20812590.856
2020,1,GAZİOSMANPAŞA,28782824.157
2020,2,GAZİOSMANPAŞA,23732511.105
2020,3,GAZİOSMANPAŞA,20639898.189
2020,4,GAZİOSMANPAŞA,12915863.967
2020,5,GAZİOSMANPAŞA,5415105.13
2020,6,GAZİOSMANPAŞA,4731783.563
2020,7,GAZİOSMANPAŞA,4025394.243
2020,8,GAZİOSMANPAŞA,3943133.017
2020,9,GAZİOSMANPAŞA,4453172.153
2020,10,GAZİOSMANPAŞA,5468742.933
2020,11,GAZİOSMANPAŞA,15423277.506
2020,12,GAZİOSMANPAŞA,20724743.327
2021,1,GAZİOSMANPAŞA,23819325.98
2021,2,GAZİOSMANPAŞA,22766606.924
2021,3,GAZİOSMANPAŞA,26094972.454
2021,4,GAZİOSMANPAŞA,16889845.878
2021,5,GAZİOSMANPAŞA,5828254.39
2021,6,GAZİOSMANPAŞA,5122951.43
2021,7,GAZİOSMANPAŞA,3799907.502
2021,8,GAZİOSMANPAŞA,4133857.778
2021,9,GAZİOSMANPAŞA,4861788.466
2021,10,GAZİOSMANPAŞA,8929517.825
2021,11,GAZİOSMANPAŞA,14932619.42
2021,12,GAZİOSMANPAŞA,23570256.181
2022,1,GAZİOSMANPAŞA,29707410.605
2022,2,GAZİOSMANPAŞA,24916567.365
2022,3,GAZİOSMANPAŞA,30286600.559
2022,4,GAZİOSMANPAŞA,12730040.382
2022,5,GAZİOSMANPAŞA,7488209.485
2022,6,GAZİOSMANPAŞA,4879511.29
2022,7,GAZİOSMANPAŞA,3913229.543
2022,8,GAZİOSMANPAŞA,4233061.073
2022,9,GAZİOSMANPAŞA,4670629.959
2022,10,GAZİOSMANPAŞA,6731225.91
2022,11,GAZİOSMANPAŞA,11252424.792
2022,12,GAZİOSMANPAŞA,19517195.344
2023,1,GAZİOSMANPAŞA,22375025.159
2023,2,GAZİOSMANPAŞA,25431876.388
2023,3,GAZİOSMANPAŞA,21644446.056
2023,4,GAZİOSMANPAŞA,12981944.034
2015,1,GÜNGÖREN,17499696.499
2015,2,GÜNGÖREN,15103142.102
2015,3,GÜNGÖREN,14282921.199
2015,4,GÜNGÖREN,8910772.985
2015,5,GÜNGÖREN,3504870.113
2015,6,GÜNGÖREN,2945546.926
2015,7,GÜNGÖREN,2447308.445
2015,8,GÜNGÖREN,2483679.72
2015,9,GÜNGÖREN,2596140.953
2015,10,GÜNGÖREN,4391160.096
2015,11,GÜNGÖREN,7269424.332
2015,12,GÜNGÖREN,14581958.678
2016,1,GÜNGÖREN,18261340.763
2016,2,GÜNGÖREN,12597669.976
2016,3,GÜNGÖREN,11745852.454
2016,4,GÜNGÖREN,4832786.451
2016,5,GÜNGÖREN,3931896.279
2016,6,GÜNGÖREN,2991856.771
2016,7,GÜNGÖREN,2371429.088
2016,8,GÜNGÖREN,2804912.641
2016,9,GÜNGÖREN,2681622.433
2016,10,GÜNGÖREN,4904481.67
2016,11,GÜNGÖREN,10620761.293
2016,12,GÜNGÖREN,18775896.451
2017,1,GÜNGÖREN,21900450.505
2017,2,GÜNGÖREN,16547890.524
2017,3,GÜNGÖREN,13708558.907
2017,4,GÜNGÖREN,8934570.315
2017,5,GÜNGÖREN,4361958.458
2017,6,GÜNGÖREN,2970055.883
2017,7,GÜNGÖREN,2891984.292
2017,8,GÜNGÖREN,2886750.978
2017,9,GÜNGÖREN,2864956.772
2017,10,GÜNGÖREN,4989989.55
2017,11,GÜNGÖREN,10188568.586
2017,12,GÜNGÖREN,12274881.632
2018,1,GÜNGÖREN,18710190.816
2018,2,GÜNGÖREN,15016412.649
2018,3,GÜNGÖREN,14321142.94
2018,4,GÜNGÖREN,6856630.95
2018,5,GÜNGÖREN,4296089.921
2018,6,GÜNGÖREN,3020604.859
2018,7,GÜNGÖREN,3161961.989
2018,8,GÜNGÖREN,2653639.987
2018,9,GÜNGÖREN,3186361.343
2018,10,GÜNGÖREN,4429906.155
2018,11,GÜNGÖREN,9755346.907
2018,12,GÜNGÖREN,18027383.092
2019,1,GÜNGÖREN,19543751.78
2019,2,GÜNGÖREN,16049256.74
2019,3,GÜNGÖREN,13944688.932
2019,4,GÜNGÖREN,10004259.729
2019,5,GÜNGÖREN,4437991.454
2019,6,GÜNGÖREN,2852058.566
2019,7,GÜNGÖREN,3316569.633
2019,8,GÜNGÖREN,2808419.48
2019,9,GÜNGÖREN,3344082.66
2019,10,GÜNGÖREN,4084082.783
2019,11,GÜNGÖREN,5659006.297
2019,12,GÜNGÖREN,13706310.062
2020,1,GÜNGÖREN,18722906.997
2020,2,GÜNGÖREN,15507182.481
2020,3,GÜNGÖREN,13313612.463
2020,4,GÜNGÖREN,8157718.031
2020,5,GÜNGÖREN,3627507.719
2020,6,GÜNGÖREN,3343279.762
2020,7,GÜNGÖREN,2973505.645
2020,8,GÜNGÖREN,2804094.323
2020,9,GÜNGÖREN,3211741.22
2020,10,GÜNGÖREN,3689619.616
2020,11,GÜNGÖREN,9704642.704
2020,12,GÜNGÖREN,12907924.853
2021,1,GÜNGÖREN,15004261.953
2021,2,GÜNGÖREN,14470359.23
2021,3,GÜNGÖREN,16531207.561
2021,4,GÜNGÖREN,10688513.228
2021,5,GÜNGÖREN,3698652.577
2021,6,GÜNGÖREN,3585920.929
2021,7,GÜNGÖREN,2624999.563
2021,8,GÜNGÖREN,3026875.882
2021,9,GÜNGÖREN,3356048.824
2021,10,GÜNGÖREN,5441127.984
2021,11,GÜNGÖREN,9469779.84
2021,12,GÜNGÖREN,14980840.14
2022,1,GÜNGÖREN,18860172.138
2022,2,GÜNGÖREN,15730945.839
2022,3,GÜNGÖREN,18937801.815
2022,4,GÜNGÖREN,7889895.482
2022,5,GÜNGÖREN,4670322.06
2022,6,GÜNGÖREN,3412959.594
2022,7,GÜNGÖREN,2692262.514
2022,8,GÜNGÖREN,2984859.321
2022,9,GÜNGÖREN,3111898.228
2022,10,GÜNGÖREN,4210553.349
2022,11,GÜNGÖREN,6885129.247
2022,12,GÜNGÖREN,11890297.784
2023,1,GÜNGÖREN,13644913.654
2023,2,GÜNGÖREN,15491606.291
2023,3,GÜNGÖREN,13104340.65
2023,4,GÜNGÖREN,7584492.3
2015,1,KADIKÖY,58451261.55
2015,2,KADIKÖY,50742983.697
2015,3,KADIKÖY,48137295.704
2015,4,KADIKÖY,30357829.854
2015,5,KADIKÖY,7777836.67
2015,6,KADIKÖY,4250337.36
2015,7,KADIKÖY,3473956.539
2015,8,KADIKÖY,3324424.991
2015,9,KADIKÖY,3774196.993
2015,10,KADIKÖY,11353536.443
2015,11,KADIKÖY,24336481.258
2015,12,KADIKÖY,48232455.427
2016,1,KADIKÖY,57303134.601
2016,2,KADIKÖY,39242748.961
2016,3,KADIKÖY,36449370.803
2016,4,KADIKÖY,12478744.354
2016,5,KADIKÖY,7699910.584
2016,6,KADIKÖY,3937046.985
2016,7,KADIKÖY,3092567.668
2016,8,KADIKÖY,3286154.653
2016,9,KADIKÖY,3938310.294
2016,10,KADIKÖY,12610579.357
2016,11,KADIKÖY,31693214.906
2016,12,KADIKÖY,58950749.424
2017,1,KADIKÖY,67160335.767
2017,2,KADIKÖY,49660528.585
2017,3,KADIKÖY,41966130.356
2017,4,KADIKÖY,26255453.208
2017,5,KADIKÖY,8838659.216
2017,6,KADIKÖY,4190284.609
2017,7,KADIKÖY,3497415.332
2017,8,KADIKÖY,3516291.571
2017,9,KADIKÖY,4032040.777
2017,10,KADIKÖY,11972064.337
2017,11,KADIKÖY,30423881.302
2017,12,KADIKÖY,41812031.862
2018,1,KADIKÖY,53415258.76
2018,2,KADIKÖY,47697659.245
2018,3,KADIKÖY,40948995.289
2018,4,KADIKÖY,19665220.581
2018,5,KADIKÖY,8454069.7
2018,6,KADIKÖY,4375446.459
2018,7,KADIKÖY,4063908.894
2018,8,KADIKÖY,3603378.44
2018,9,KADIKÖY,4524844.103
2018,10,KADIKÖY,9446184.897
2018,11,KADIKÖY,29708965.304
2018,12,KADIKÖY,55647983.072
2019,1,KADIKÖY,59579107.343
2019,2,KADIKÖY,51434956.831
2019,3,KADIKÖY,44076288.981
2019,4,KADIKÖY,30536777.835
2019,5,KADIKÖY,9267634.125
2019,6,KADIKÖY,4525053.473
2019,7,KADIKÖY,4261982.328
2019,8,KADIKÖY,3939746.822
2019,9,KADIKÖY,4554825.635
2019,10,KADIKÖY,7257777.142
2019,11,KADIKÖY,15287021.362
2019,12,KADIKÖY,44337929.3
2020,1,KADIKÖY,60392890.426
2020,2,KADIKÖY,49897236.404
2020,3,KADIKÖY,42580136.959
2020,4,KADIKÖY,30318252.72
2020,5,KADIKÖY,9941928.577
2020,6,KADIKÖY,5583456.752
2020,7,KADIKÖY,4342377.352
2020,8,KADIKÖY,4145780.35
2020,9,KADIKÖY,4676073.296
2020,10,KADIKÖY,7453168.608
2020,11,KADIKÖY,29513815.074
2020,12,KADIKÖY,42418415.816
2021,1,KADIKÖY,50365568.271
2021,2,KADIKÖY,48015425.086
2021,3,KADIKÖY,55133444.437
2021,4,KADIKÖY,34107995.749
2021,5,KADIKÖY,8690578.948
2021,6,KADIKÖY,5634269.424
2021,7,KADIKÖY,3994402.378
2021,8,KADIKÖY,4190181.302
2021,9,KADIKÖY,5446183.911
2021,10,KADIKÖY,15466410.661
2021,11,KADIKÖY,30874942.392
2021,12,KADIKÖY,48541194.521
2022,1,KADIKÖY,61744905.306
2022,2,KADIKÖY,51273812.898
2022,3,KADIKÖY,63135694.187
2022,4,KADIKÖY,25375962.791
2022,5,KADIKÖY,12135245.486
2022,6,KADIKÖY,5323456.686
2022,7,KADIKÖY,4221324.104
2022,8,KADIKÖY,4206473.775
2022,9,KADIKÖY,4978052.313
2022,10,KADIKÖY,10293757.767
2022,11,KADIKÖY,22592017.639
2022,12,KADIKÖY,39722597.856
2023,1,KADIKÖY,45170534.227
2023,2,KADIKÖY,51559321.75
2023,3,KADIKÖY,42969379.086
2023,4,KADIKÖY,24301066.47
2015,1,KAĞITHANE,25552378.063
2015,2,KAĞITHANE,22186190.019
2015,3,KAĞITHANE,21262874.53
2015,4,KAĞITHANE,13273444.528
2015,5,KAĞITHANE,5293409.481
2015,6,KAĞITHANE,4176933.842
2015,7,KAĞITHANE,3529042.149
2015,8,KAĞITHANE,3399677.839
2015,9,KAĞITHANE,3693373.745
2015,10,KAĞITHANE,6777178.161
2015,11,KAĞITHANE,11089607.953
2015,12,KAĞITHANE,22073189.987
2016,1,KAĞITHANE,27295120.62
2016,2,KAĞITHANE,18950820.289
2016,3,KAĞITHANE,17788737.101
2016,4,KAĞITHANE,7621319.512
2016,5,KAĞITHANE,6021539.792
2016,6,KAĞITHANE,4486022.813
2016,7,KAĞITHANE,3615111.798
2016,8,KAĞITHANE,4015222.496
2016,9,KAĞITHANE,4056119.061
2016,10,KAĞITHANE,7728013.871
2016,11,KAĞITHANE,16531397.413
2016,12,KAĞITHANE,29334833.15
2017,1,KAĞITHANE,33917319.314
2017,2,KAĞITHANE,25473002.769
2017,3,KAĞITHANE,21341656.368
2017,4,KAĞITHANE,14133672.406
2017,5,KAĞITHANE,6562799.062
2017,6,KAĞITHANE,4280568.555
2017,7,KAĞITHANE,3983420.469
2017,8,KAĞITHANE,3929816.143
2017,9,KAĞITHANE,4097395.449
2017,10,KAĞITHANE,7795695.4
2017,11,KAĞITHANE,16119142.513
2017,12,KAĞITHANE,18766078.365
2018,1,KAĞITHANE,28705595.208
2018,2,KAĞITHANE,23320185.525
2018,3,KAĞITHANE,22005632.101
2018,4,KAĞITHANE,10885070.449
2018,5,KAĞITHANE,6323620.673
2018,6,KAĞITHANE,4071454.907
2018,7,KAĞITHANE,3878961.784
2018,8,KAĞITHANE,3391137.065
2018,9,KAĞITHANE,4250730.078
2018,10,KAĞITHANE,6551839.537
2018,11,KAĞITHANE,14933104.826
2018,12,KAĞITHANE,28242566.84
2019,1,KAĞITHANE,30628199.862
2019,2,KAĞITHANE,25101200.285
2019,3,KAĞITHANE,21955809.885
2019,4,KAĞITHANE,15657176.661
2019,5,KAĞITHANE,6474229.622
2019,6,KAĞITHANE,3930658.97
2019,7,KAĞITHANE,4056571.77
2019,8,KAĞITHANE,3655842.311
2019,9,KAĞITHANE,4304705.036
2019,10,KAĞITHANE,5827260.345
2019,11,KAĞITHANE,8916452.844
2019,12,KAĞITHANE,21890970.437
2020,1,KAĞITHANE,30003021.017
2020,2,KAĞITHANE,24822091.404
2020,3,KAĞITHANE,21144368.082
2020,4,KAĞITHANE,13894460.389
2020,5,KAĞITHANE,5841906.938
2020,6,KAĞITHANE,4507182.401
2020,7,KAĞITHANE,3671999.705
2020,8,KAĞITHANE,3569228.327
2020,9,KAĞITHANE,3990696.372
2020,10,KAĞITHANE,5142064.966
2020,11,KAĞITHANE,15607858.306
2020,12,KAĞITHANE,21180493.439
2021,1,KAĞITHANE,24282594.251
2021,2,KAĞITHANE,23324275.428
2021,3,KAĞITHANE,27017539.446
2021,4,KAĞITHANE,17333117.594
2021,5,KAĞITHANE,5721305.786
2021,6,KAĞITHANE,4904677.169
2021,7,KAĞITHANE,3725092.304
2021,8,KAĞITHANE,3931550.088
2021,9,KAĞITHANE,4690113.205
2021,10,KAĞITHANE,9127088.915
2021,11,KAĞITHANE,15682323.095
2021,12,KAĞITHANE,24805674.85
2022,1,KAĞITHANE,31393037.191
2022,2,KAĞITHANE,26350883.517
2022,3,KAĞITHANE,32108085.856
2022,4,KAĞITHANE,13348034.161
2022,5,KAĞITHANE,7734699.914
2022,6,KAĞITHANE,4764147.019
2022,7,KAĞITHANE,3888567.42
2022,8,KAĞITHANE,4072784.552
2022,9,KAĞITHANE,4662016.263
2022,10,KAĞITHANE,7166800.227
2022,11,KAĞITHANE,12070321.299
2022,12,KAĞITHANE,20847682.979
2023,1,KAĞITHANE,23513174.966
2023,2,KAĞITHANE,27397136.361
2023,3,KAĞITHANE,22213866.631
2023,4,KAĞITHANE,13840095.756
2015,1,KARTAL,30633506.756
2015,2,KARTAL,26344215.639
2015,3,KARTAL,24884262.045
2015,4,KARTAL,15963497.723
2015,5,KARTAL,5175761.403
2015,6,KARTAL,4003909.286
2015,7,KARTAL,3373867.765
2015,8,KARTAL,3281164.302
2015,9,KARTAL,3368008.317
2015,10,KARTAL,6698095.381
2015,11,KARTAL,12460483.838
2015,12,KARTAL,26608245.924
2016,1,KARTAL,32242076.612
2016,2,KARTAL,21358421.289
2016,3,KARTAL,20043507.84
2016,4,KARTAL,7271873.174
2016,5,KARTAL,5602783.127
2016,6,KARTAL,3963803.009
2016,7,KARTAL,3063289.879
2016,8,KARTAL,3255321.78
2016,9,KARTAL,3555798.011
2016,10,KARTAL,8037478.831
2016,11,KARTAL,18065027.127
2016,12,KARTAL,35113367.862
2017,1,KARTAL,39984599.132
2017,2,KARTAL,28996561.959
2017,3,KARTAL,23755748.601
2017,4,KARTAL,15009551.809
2017,5,KARTAL,6157618.534
2017,6,KARTAL,3949144.848
2017,7,KARTAL,3601625.283
2017,8,KARTAL,3575761.891
2017,9,KARTAL,3674195.271
2017,10,KARTAL,7625820.157
2017,11,KARTAL,17184177.709
2017,12,KARTAL,24821914.687
2018,1,KARTAL,31513272.286
2018,2,KARTAL,27854557.904
2018,3,KARTAL,22930511.846
2018,4,KARTAL,10685116.877
2018,5,KARTAL,5948260.536
2018,6,KARTAL,4056122.641
2018,7,KARTAL,3918600.014
2018,8,KARTAL,3384251.146
2018,9,KARTAL,4040941.425
2018,10,KARTAL,6476525.336
2018,11,KARTAL,17320916.185
2018,12,KARTAL,32924185.472
2019,1,KARTAL,35473360.582
2019,2,KARTAL,29965369.538
2019,3,KARTAL,25150841.504
2019,4,KARTAL,17588249.382
2019,5,KARTAL,6465841.792
2019,6,KARTAL,3912162.428
2019,7,KARTAL,3977487.918
2019,8,KARTAL,3512134.584
2019,9,KARTAL,4065776.322
2019,10,KARTAL,5403178.45
2019,11,KARTAL,9371576.893
2019,12,KARTAL,25908240.898
2020,1,KARTAL,36201399.658
2020,2,KARTAL,29078604.802
2020,3,KARTAL,25520751.665
2020,4,KARTAL,17550660.153
2020,5,KARTAL,7297194.419
2020,6,KARTAL,5485010.975
2020,7,KARTAL,4671890.362
2020,8,KARTAL,4360513.317
2020,9,KARTAL,4597859.64
2020,10,KARTAL,5648308.995
2020,11,KARTAL,18408768.346
2020,12,KARTAL,24606633.898
2021,1,KARTAL,29421680.072
2021,2,KARTAL,28130241.711
2021,3,KARTAL,32814583.918
2021,4,KARTAL,20715064.545
2021,5,KARTAL,6911337.12
2021,6,KARTAL,5759880.473
2021,7,KARTAL,4294583.762
2021,8,KARTAL,4221961.018
2021,9,KARTAL,5223570.061
2021,10,KARTAL,9949241.564
2021,11,KARTAL,17951977.839
2021,12,KARTAL,29281763.719
2022,1,KARTAL,37723919.527
2022,2,KARTAL,30976715.009
2022,3,KARTAL,38071418.818
2022,4,KARTAL,14815511.915
2022,5,KARTAL,8037324.208
2022,6,KARTAL,4974864.371
2022,7,KARTAL,3931920.161
2022,8,KARTAL,4110676.043
2022,9,KARTAL,4699780.056
2022,10,KARTAL,7297017.086
2022,11,KARTAL,13411018.561
2022,12,KARTAL,23946045.442
2023,1,KARTAL,27580580.277
2023,2,KARTAL,31664355.853
2023,3,KARTAL,26402274.65
2023,4,KARTAL,15485632.952
2015,1,KÜÇÜKÇEKMECE,44220594.049
2015,2,KÜÇÜKÇEKMECE,38386673.047
2015,3,KÜÇÜKÇEKMECE,36491054.498
2015,4,KÜÇÜKÇEKMECE,23317815.843
2015,5,KÜÇÜKÇEKMECE,10322763.903
2015,6,KÜÇÜKÇEKMECE,8559533.008
2015,7,KÜÇÜKÇEKMECE,7258807.543
2015,8,KÜÇÜKÇEKMECE,7334698.772
2015,9,KÜÇÜKÇEKMECE,7704559.905
2015,10,KÜÇÜKÇEKMECE,12726394.131
2015,11,KÜÇÜKÇEKMECE,20070043.193
2015,12,KÜÇÜKÇEKMECE,38342754.301
2016,1,KÜÇÜKÇEKMECE,47377346.605
2016,2,KÜÇÜKÇEKMECE,33296879.127
2016,3,KÜÇÜKÇEKMECE,31217621.372
2016,4,KÜÇÜKÇEKMECE,13904797.029
2016,5,KÜÇÜKÇEKMECE,11447433.076
2016,6,KÜÇÜKÇEKMECE,8693379.725
2016,7,KÜÇÜKÇEKMECE,6672443.533
2016,8,KÜÇÜKÇEKMECE,8229044.682
2016,9,KÜÇÜKÇEKMECE,7866910.572
2016,10,KÜÇÜKÇEKMECE,14348710.889
2016,11,KÜÇÜKÇEKMECE,28533212.588
2016,12,KÜÇÜKÇEKMECE,49358524.727
2017,1,KÜÇÜKÇEKMECE,58208179.655
2017,2,KÜÇÜKÇEKMECE,44830063.684
2017,3,KÜÇÜKÇEKMECE,37071640.313
2017,4,KÜÇÜKÇEKMECE,24440968.91
2017,5,KÜÇÜKÇEKMECE,12423617.998
2017,6,KÜÇÜKÇEKMECE,8706480.098
2017,7,KÜÇÜKÇEKMECE,8627982.651
2017,8,KÜÇÜKÇEKMECE,8475148.946
2017,9,KÜÇÜKÇEKMECE,8311876.577
2017,10,KÜÇÜKÇEKMECE,14074148.47
2017,11,KÜÇÜKÇEKMECE,27944034.134
2017,12,KÜÇÜKÇEKMECE,33936127.276
2018,1,KÜÇÜKÇEKMECE,50385666.601
2018,2,KÜÇÜKÇEKMECE,41207583.221
2018,3,KÜÇÜKÇEKMECE,39615815.757
2018,4,KÜÇÜKÇEKMECE,19912355.185
2018,5,KÜÇÜKÇEKMECE,12356975.279
2018,6,KÜÇÜKÇEKMECE,8912169.585
2018,7,KÜÇÜKÇEKMECE,8821524.399
2018,8,KÜÇÜKÇEKMECE,7654785.972
2018,9,KÜÇÜKÇEKMECE,8976482.405
2018,10,KÜÇÜKÇEKMECE,12914132.539
2018,11,KÜÇÜKÇEKMECE,27146614.802
2018,12,KÜÇÜKÇEKMECE,49174016.185
2019,1,KÜÇÜKÇEKMECE,54642020.286
2019,2,KÜÇÜKÇEKMECE,44781616.078
2019,3,KÜÇÜKÇEKMECE,39246620.139
2019,4,KÜÇÜKÇEKMECE,27573800.902
2019,5,KÜÇÜKÇEKMECE,12992402.519
2019,6,KÜÇÜKÇEKMECE,8400014.514
2019,7,KÜÇÜKÇEKMECE,9265822.167
2019,8,KÜÇÜKÇEKMECE,7519777.898
2019,9,KÜÇÜKÇEKMECE,9541559.276
2019,10,KÜÇÜKÇEKMECE,11212118.341
2019,11,KÜÇÜKÇEKMECE,16892743.296
2019,12,KÜÇÜKÇEKMECE,38980534.202
2020,1,KÜÇÜKÇEKMECE,53621513.47
2020,2,KÜÇÜKÇEKMECE,44506995.235
2020,3,KÜÇÜKÇEKMECE,38268672.297
2020,4,KÜÇÜKÇEKMECE,24953036.569
2020,5,KÜÇÜKÇEKMECE,11299559.607
2020,6,KÜÇÜKÇEKMECE,9484024.146
2020,7,KÜÇÜKÇEKMECE,8211649.571
2020,8,KÜÇÜKÇEKMECE,8201723.725
2020,9,KÜÇÜKÇEKMECE,9212192.91999999
2020,10,KÜÇÜKÇEKMECE,11392020.791
2020,11,KÜÇÜKÇEKMECE,29005868.882
2020,12,KÜÇÜKÇEKMECE,38710156.71
2021,1,KÜÇÜKÇEKMECE,45004658.52
2021,2,KÜÇÜKÇEKMECE,43034113.495
2021,3,KÜÇÜKÇEKMECE,48359006.657
2021,4,KÜÇÜKÇEKMECE,32092905.034
2021,5,KÜÇÜKÇEKMECE,12323097.911
2021,6,KÜÇÜKÇEKMECE,11144910.515
2021,7,KÜÇÜKÇEKMECE,8113696.008
2021,8,KÜÇÜKÇEKMECE,9852494.582
2021,9,KÜÇÜKÇEKMECE,10935814.849
2021,10,KÜÇÜKÇEKMECE,17735391.534
2021,11,KÜÇÜKÇEKMECE,29025521.315
2021,12,KÜÇÜKÇEKMECE,45099515.415
2022,1,KÜÇÜKÇEKMECE,55823885.686
2022,2,KÜÇÜKÇEKMECE,46878676.714
2022,3,KÜÇÜKÇEKMECE,56274727.937
2022,4,KÜÇÜKÇEKMECE,24118249.036
2022,5,KÜÇÜKÇEKMECE,14253171.935
2022,6,KÜÇÜKÇEKMECE,9996742.916
2022,7,KÜÇÜKÇEKMECE,8127915.233
2022,8,KÜÇÜKÇEKMECE,8917958.668
2022,9,KÜÇÜKÇEKMECE,9602742.544
2022,10,KÜÇÜKÇEKMECE,13046757.626
2022,11,KÜÇÜKÇEKMECE,21398023.306
2022,12,KÜÇÜKÇEKMECE,37081439.241
2023,1,KÜÇÜKÇEKMECE,42205502.659
2023,2,KÜÇÜKÇEKMECE,47693942.809
2023,3,KÜÇÜKÇEKMECE,41723420.203
2023,4,KÜÇÜKÇEKMECE,24422442.282
2015,1,MALTEPE,33999830.376
2015,2,MALTEPE,29643009.082
2015,3,MALTEPE,28045281.163
2015,4,MALTEPE,18271962.469
2015,5,MALTEPE,5554564.912
2015,6,MALTEPE,4040178.346
2015,7,MALTEPE,3324875.151
2015,8,MALTEPE,3168539.42
2015,9,MALTEPE,3346137.054
2015,10,MALTEPE,7654912.093
2015,11,MALTEPE,14344673.319
2015,12,MALTEPE,29793729.267
2016,1,MALTEPE,36171157.647
2016,2,MALTEPE,24544746.371
2016,3,MALTEPE,23096126.208
2016,4,MALTEPE,8355789.564
2016,5,MALTEPE,6153229.582
2016,6,MALTEPE,4078005.269
2016,7,MALTEPE,3235393.045
2016,8,MALTEPE,3438093.472
2016,9,MALTEPE,3777692.839
2016,10,MALTEPE,8977897.802
2016,11,MALTEPE,20360676.465
2016,12,MALTEPE,39604462.948
2017,1,MALTEPE,45368019.591
2017,2,MALTEPE,32890002.235
2017,3,MALTEPE,27283880.085
2017,4,MALTEPE,17517752.627
2017,5,MALTEPE,6942075.734
2017,6,MALTEPE,4234517.251
2017,7,MALTEPE,3679090.429
2017,8,MALTEPE,3632521.702
2017,9,MALTEPE,3853789.821
2017,10,MALTEPE,8639631.858
2017,11,MALTEPE,19238089.73
2017,12,MALTEPE,27554762.997
2018,1,MALTEPE,35153931.038
2018,2,MALTEPE,31201174.195
2018,3,MALTEPE,26301770.845
2018,4,MALTEPE,12412974.722
2018,5,MALTEPE,6636145.094
2018,6,MALTEPE,4275207.772
2018,7,MALTEPE,3975455.367
2018,8,MALTEPE,3497732.492
2018,9,MALTEPE,4226848.907
2018,10,MALTEPE,7322656.584
2018,11,MALTEPE,19149607.459
2018,12,MALTEPE,36506985.4
2019,1,MALTEPE,39145970.862
2019,2,MALTEPE,33280985.948
2019,3,MALTEPE,28178936.498
2019,4,MALTEPE,19951586.532
2019,5,MALTEPE,7193686.95
