Yıl,Ay No,İlçe,Dogalgaz Tüketim Miktarı (m3)
2021,4,BAKIRKÖY,18963698.952
2021,5,BAKIRKÖY,7390327.678
2021,6,BAKIRKÖY,6242597.235
2021,7,BAKIRKÖY,5781225.959
2021,8,BAKIRKÖY,5574517.703
2021,9,BAKIRKÖY,4338974.186
2021,10,BAKIRKÖY,8929985.371
2021,11,BAKIRKÖY,16808790.147
2021,12,BAKIRKÖY,25212172.176
2022,1,BAKIRKÖY,31598369.167
2022,2,BAKIRKÖY,26656317.368
2022,3,BAKIRKÖY,31607905.568
2022,4,BAKIRKÖY,13513497.609
2022,5,BAKIRKÖY,7350256.279
2022,6,BAKIRKÖY,4175996.983
2022,7,BAKIRKÖY,3846628.755
2022,8,BAKIRKÖY,3893843.204
2022,9,BAKIRKÖY,4174393.264
2022,10,BAKIRKÖY,6543037.065
2022,11,BAKIRKÖY,12356153.138
2022,12,BAKIRKÖY,20101273.227
2023,1,BAKIRKÖY,23142551.908
2023,2,BAKIRKÖY,26317542.429
2023,3,BAKIRKÖY,21859779.787
2023,4,BAKIRKÖY,14187191.897
2015,1,BAŞAKŞEHİR,20179928.905
2015,2,BAŞAKŞEHİR,17538593.225
2015,3,BAŞAKŞEHİR,17262955.152
2015,4,BAŞAKŞEHİR,12080521.741
2015,5,BAŞAKŞEHİR,6777120.174
2015,6,BAŞAKŞEHİR,5893349.846
2015,7,BAŞAKŞEHİR,5197017.357
2015,8,BAŞAKŞEHİR,5310083.153
2015,9,BAŞAKŞEHİR,5177247.462
2015,10,BAŞAKŞEHİR,8320098.119
2015,11,BAŞAKŞEHİR,11360223.354
2015,12,BAŞAKŞEHİR,18365787.068
2016,1,BAŞAKŞEHİR,21663955.266
2016,2,BAŞAKŞEHİR,16289819.903
2016,3,BAŞAKŞEHİR,15472652.994
2016,4,BAŞAKŞEHİR,7632520.464
2016,5,BAŞAKŞEHİR,6923710.028
2016,6,BAŞAKŞEHİR,5493240.904
2016,7,BAŞAKŞEHİR,4727092.229
2016,8,BAŞAKŞEHİR,5496187.618
2016,9,BAŞAKŞEHİR,5090544.658
2016,10,BAŞAKŞEHİR,9122173.45800001
2016,11,BAŞAKŞEHİR,15747987.819
2016,12,BAŞAKŞEHİR,24504206.605
2017,1,BAŞAKŞEHİR,27614979.714
2017,2,BAŞAKŞEHİR,21914549.699
2017,3,BAŞAKŞEHİR,19366040.734
2017,4,BAŞAKŞEHİR,14272592.982
2017,5,BAŞAKŞEHİR,8266485.699
2017,6,BAŞAKŞEHİR,6146827.062
2017,7,BAŞAKŞEHİR,6138862.157
2017,8,BAŞAKŞEHİR,6134961.508
2017,9,BAŞAKŞEHİR,6033924.5
2017,10,BAŞAKŞEHİR,9727594.844
2017,11,BAŞAKŞEHİR,16924496.525
2017,12,BAŞAKŞEHİR,18831052.472
2018,1,BAŞAKŞEHİR,26481077.441
2018,2,BAŞAKŞEHİR,22237915.868
2018,3,BAŞAKŞEHİR,21612703.382
2018,4,BAŞAKŞEHİR,12421361.472
2018,5,BAŞAKŞEHİR,8351070.00800001
2018,6,BAŞAKŞEHİR,6174428.05
2018,7,BAŞAKŞEHİR,6333802.015
2018,8,BAŞAKŞEHİR,5114257.045
2018,9,BAŞAKŞEHİR,6475127.497
2018,10,BAŞAKŞEHİR,9161492.90000001
2018,11,BAŞAKŞEHİR,16731348.842
2018,12,BAŞAKŞEHİR,28052087.214
2019,1,BAŞAKŞEHİR,30259490.681
2019,2,BAŞAKŞEHİR,24791960.436
2019,3,BAŞAKŞEHİR,22283168.193
2019,4,BAŞAKŞEHİR,17174042.202
2019,5,BAŞAKŞEHİR,8768446.943
2019,6,BAŞAKŞEHİR,5724056.616
2019,7,BAŞAKŞEHİR,6698180.795
2019,8,BAŞAKŞEHİR,5759191.958
2019,9,BAŞAKŞEHİR,6892591.038
2019,10,BAŞAKŞEHİR,8663109.398
2019,11,BAŞAKŞEHİR,11939094.593
2019,12,BAŞAKŞEHİR,24058114.94
2020,1,BAŞAKŞEHİR,31260279.156
2020,2,BAŞAKŞEHİR,26275430.588
2020,3,BAŞAKŞEHİR,22812992.258
2020,4,BAŞAKŞEHİR,16402029.219
2020,5,BAŞAKŞEHİR,8492844.667
2020,6,BAŞAKŞEHİR,7433714.659
2020,7,BAŞAKŞEHİR,7102942.99
2020,8,BAŞAKŞEHİR,6787858.329
2020,9,BAŞAKŞEHİR,7700118.472
2020,10,BAŞAKŞEHİR,8846542.672
2020,11,BAŞAKŞEHİR,20793917.818
2020,12,BAŞAKŞEHİR,27264721.871
2021,1,BAŞAKŞEHİR,30159607.922
2021,2,BAŞAKŞEHİR,28968662.219
2021,3,BAŞAKŞEHİR,33497858.981
2021,4,BAŞAKŞEHİR,24269901.557
2021,5,BAŞAKŞEHİR,10900254.411
2021,6,BAŞAKŞEHİR,10740105.877
2021,7,BAŞAKŞEHİR,8740903.986
2021,8,BAŞAKŞEHİR,9243957.21
2021,9,BAŞAKŞEHİR,10313845.66
2021,10,BAŞAKŞEHİR,16073080.146
2021,11,BAŞAKŞEHİR,22393812.937
2021,12,BAŞAKŞEHİR,32283006.296
2022,1,BAŞAKŞEHİR,38386073.016
2022,2,BAŞAKŞEHİR,32790744.529
2022,3,BAŞAKŞEHİR,39242412.543
2022,4,BAŞAKŞEHİR,19206680.58
2022,5,BAŞAKŞEHİR,13124679.886
2022,6,BAŞAKŞEHİR,10018146.281
2022,7,BAŞAKŞEHİR,8620229.45
2022,8,BAŞAKŞEHİR,9325816.217
2022,9,BAŞAKŞEHİR,9474374.684
2022,10,BAŞAKŞEHİR,12569372.014
2022,11,BAŞAKŞEHİR,18115724.686
2022,12,BAŞAKŞEHİR,27670320.673
2023,1,BAŞAKŞEHİR,29993621.665
2023,2,BAŞAKŞEHİR,33523744.84
2023,3,BAŞAKŞEHİR,29509961.818
2023,4,BAŞAKŞEHİR,19349593.898
2015,1,BAYRAMPAŞA,16097692.924
2015,2,BAYRAMPAŞA,14040701.135
2015,3,BAYRAMPAŞA,13177417.187
2015,4,BAYRAMPAŞA,8027212.782
2015,5,BAYRAMPAŞA,3015800.743
2015,6,BAYRAMPAŞA,2363207.23
2015,7,BAYRAMPAŞA,1990788.508
2015,8,BAYRAMPAŞA,1963726.906
2015,9,BAYRAMPAŞA,2115625.486
2015,10,BAYRAMPAŞA,3977442.517
2015,11,BAYRAMPAŞA,6610306.193
2015,12,BAYRAMPAŞA,13414719.035
2016,1,BAYRAMPAŞA,16958363.964
2016,2,BAYRAMPAŞA,11627727.096
2016,3,BAYRAMPAŞA,10634259.538
2016,4,BAYRAMPAŞA,4156399.248
2016,5,BAYRAMPAŞA,3218955.807
2016,6,BAYRAMPAŞA,2345069.027
2016,7,BAYRAMPAŞA,1867037.008
2016,8,BAYRAMPAŞA,2081924.776
2016,9,BAYRAMPAŞA,2187985.829
2016,10,BAYRAMPAŞA,4359867.665
2016,11,BAYRAMPAŞA,9842845.331
2016,12,BAYRAMPAŞA,17883027.052
2017,1,BAYRAMPAŞA,21080234.737
2017,2,BAYRAMPAŞA,15743421.444
2017,3,BAYRAMPAŞA,12980833.687
2017,4,BAYRAMPAŞA,8337878.441
2017,5,BAYRAMPAŞA,3700853.031
2017,6,BAYRAMPAŞA,2333398.265
2017,7,BAYRAMPAŞA,2199075.439
2017,8,BAYRAMPAŞA,2220873.726
2017,9,BAYRAMPAŞA,2303533.151
2017,10,BAYRAMPAŞA,4411833.495
2017,11,BAYRAMPAŞA,9597598.164
2017,12,BAYRAMPAŞA,11445485.866
2018,1,BAYRAMPAŞA,17543762.563
2018,2,BAYRAMPAŞA,14142975.392
2018,3,BAYRAMPAŞA,13351288.577
2018,4,BAYRAMPAŞA,6307286.401
2018,5,BAYRAMPAŞA,3596719.221
2018,6,BAYRAMPAŞA,2401965.299
2018,7,BAYRAMPAŞA,2400379.162
2018,8,BAYRAMPAŞA,2052870.412
2018,9,BAYRAMPAŞA,2585364.676
2018,10,BAYRAMPAŞA,3890210.649
2018,11,BAYRAMPAŞA,9139702.821
2018,12,BAYRAMPAŞA,17298724.784
2019,1,BAYRAMPAŞA,18711611.894
2019,2,BAYRAMPAŞA,15296399.184
2019,3,BAYRAMPAŞA,13111239.964
2019,4,BAYRAMPAŞA,9198095.895
2019,5,BAYRAMPAŞA,3822124.83
2019,6,BAYRAMPAŞA,2302026.362
2019,7,BAYRAMPAŞA,2512269.785
2019,8,BAYRAMPAŞA,2219205.162
2019,9,BAYRAMPAŞA,2667536.918
2019,10,BAYRAMPAŞA,3451422.845
2019,11,BAYRAMPAŞA,5234412.324
2019,12,BAYRAMPAŞA,13187510.783
2020,1,BAYRAMPAŞA,18227693.724
2020,2,BAYRAMPAŞA,15029002.803
2020,3,BAYRAMPAŞA,12682175.026
2020,4,BAYRAMPAŞA,8157995.177
2020,5,BAYRAMPAŞA,3269468.665
2020,6,BAYRAMPAŞA,2559228.394
2020,7,BAYRAMPAŞA,2229363.999
2020,8,BAYRAMPAŞA,2168402.185
2020,9,BAYRAMPAŞA,2504831.112
2020,10,BAYRAMPAŞA,3140249.655
2020,11,BAYRAMPAŞA,9492448.645
2020,12,BAYRAMPAŞA,12855294.207
2021,1,BAYRAMPAŞA,14857371.221
2021,2,BAYRAMPAŞA,14159830.042
2021,3,BAYRAMPAŞA,16228027.212
2021,4,BAYRAMPAŞA,10339821.569
2021,5,BAYRAMPAŞA,3278293.566
2021,6,BAYRAMPAŞA,2854481.605
2021,7,BAYRAMPAŞA,2097814.716
2021,8,BAYRAMPAŞA,2341790.581
2021,9,BAYRAMPAŞA,2755143.102
2021,10,BAYRAMPAŞA,5256678.858
2021,11,BAYRAMPAŞA,9107505.532
2021,12,BAYRAMPAŞA,14754299.836
2022,1,BAYRAMPAŞA,18638285.635
2022,2,BAYRAMPAŞA,15524602.084
2022,3,BAYRAMPAŞA,19009945.508
2022,4,BAYRAMPAŞA,7831813.147
2022,5,BAYRAMPAŞA,4471384.419
2022,6,BAYRAMPAŞA,2859787.373
2022,7,BAYRAMPAŞA,2364586.275
2022,8,BAYRAMPAŞA,2504529.428
2022,9,BAYRAMPAŞA,2762054.728
2022,10,BAYRAMPAŞA,3995806.277
2022,11,BAYRAMPAŞA,6886317.148
2022,12,BAYRAMPAŞA,12162204.66
2023,1,BAYRAMPAŞA,13959021.342
2023,2,BAYRAMPAŞA,15978578.295
2023,3,BAYRAMPAŞA,13629087.436
2023,4,BAYRAMPAŞA,7986208.073
2015,1,BEŞİKTAŞ,30197869.949
2015,2,BEŞİKTAŞ,26367157.77
2015,3,BEŞİKTAŞ,25730425.732
2015,4,BEŞİKTAŞ,17113819.223
2015,5,BEŞİKTAŞ,5967124.204
2015,6,BEŞİKTAŞ,3957277.803
2015,7,BEŞİKTAŞ,3503173.151
2015,8,BEŞİKTAŞ,3215991.618
2015,9,BEŞİKTAŞ,3620699.346
2015,10,BEŞİKTAŞ,8372931.712
2015,11,BEŞİKTAŞ,14597049.581
2015,12,BEŞİKTAŞ,26594511.116
2016,1,BEŞİKTAŞ,31202510.457
2016,2,BEŞİKTAŞ,22005527.641
2016,3,BEŞİKTAŞ,21192217.512
2016,4,BEŞİKTAŞ,9033869.851
2016,5,BEŞİKTAŞ,6614373.887
2016,6,BEŞİKTAŞ,3907916.98
2016,7,BEŞİKTAŞ,3068656.5
2016,8,BEŞİKTAŞ,3191125.378
2016,9,BEŞİKTAŞ,4121321.122
2016,10,BEŞİKTAŞ,8868295.311
2016,11,BEŞİKTAŞ,18662455.99
2016,12,BEŞİKTAŞ,31844957.198
2017,1,BEŞİKTAŞ,36407397.051
2017,2,BEŞİKTAŞ,28170207.42
2017,3,BEŞİKTAŞ,24147708.727
2017,4,BEŞİKTAŞ,16413286.386
2017,5,BEŞİKTAŞ,7219540.604
2017,6,BEŞİKTAŞ,3845711.041
2017,7,BEŞİKTAŞ,3350138.412
2017,8,BEŞİKTAŞ,3186607.355
2017,9,BEŞİKTAŞ,3603225.982
2017,10,BEŞİKTAŞ,8861565.492
2017,11,BEŞİKTAŞ,18315282.207
2017,12,BEŞİKTAŞ,20584081.072
2018,1,BEŞİKTAŞ,30431372.418
2018,2,BEŞİKTAŞ,24645557.875
2018,3,BEŞİKTAŞ,24291957.809
2018,4,BEŞİKTAŞ,12795042.816
2018,5,BEŞİKTAŞ,6709576.242
2018,6,BEŞİKTAŞ,3667329.532
2018,7,BEŞİKTAŞ,3776712.572
2018,8,BEŞİKTAŞ,3536732.509
2018,9,BEŞİKTAŞ,4307146.098
2018,10,BEŞİKTAŞ,7565387.711
2018,11,BEŞİKTAŞ,17041576.702
2018,12,BEŞİKTAŞ,29684415.222
2019,1,BEŞİKTAŞ,31794791.371
2019,2,BEŞİKTAŞ,26301605.563
2019,3,BEŞİKTAŞ,23917940.489
2019,4,BEŞİKTAŞ,17656226.632
2019,5,BEŞİKTAŞ,6755641.769
2019,6,BEŞİKTAŞ,3923449.525
2019,7,BEŞİKTAŞ,3785880.15
2019,8,BEŞİKTAŞ,3371366.206
2019,9,BEŞİKTAŞ,3997077.452
2019,10,BEŞİKTAŞ,5888628.869
2019,11,BEŞİKTAŞ,9849344.318
2019,12,BEŞİKTAŞ,22928424.013
2020,1,BEŞİKTAŞ,30652234.474
2020,2,BEŞİKTAŞ,25546775.005
2020,3,BEŞİKTAŞ,21038932.088
2020,4,BEŞİKTAŞ,14920111.201
2020,5,BEŞİKTAŞ,5577909.562
2020,6,BEŞİKTAŞ,3554230.855
2020,7,BEŞİKTAŞ,3018210.743
2020,8,BEŞİKTAŞ,3052512.052
2020,9,BEŞİKTAŞ,3301149.89
2020,10,BEŞİKTAŞ,4884675.969
2020,11,BEŞİKTAŞ,16174169.811
2020,12,BEŞİKTAŞ,21045375.769
2021,1,BEŞİKTAŞ,24100347.375
2021,2,BEŞİKTAŞ,23020270.797
2021,3,BEŞİKTAŞ,27053791.644
2021,4,BEŞİKTAŞ,17691254.569
2021,5,BEŞİKTAŞ,4843496.369
2021,6,BEŞİKTAŞ,3709270.44
2021,7,BEŞİKTAŞ,2947192.925
2021,8,BEŞİKTAŞ,2824001.254
2021,9,BEŞİKTAŞ,3697879.558
2021,10,BEŞİKTAŞ,9804023.42700001
2021,11,BEŞİKTAŞ,16633284.635
2021,12,BEŞİKTAŞ,24447069.078
2022,1,BEŞİKTAŞ,30403257.658
2022,2,BEŞİKTAŞ,25624876.441
2022,3,BEŞİKTAŞ,31632695.589
2022,4,BEŞİKTAŞ,14061045.031
2022,5,BEŞİKTAŞ,7205661.212
2022,6,BEŞİKTAŞ,3346619.579
2022,7,BEŞİKTAŞ,2459105.026
2022,8,BEŞİKTAŞ,3092580.034
2022,9,BEŞİKTAŞ,3406374.591
2022,10,BEŞİKTAŞ,6750327.444
2022,11,BEŞİKTAŞ,12548754.463
2022,12,BEŞİKTAŞ,20434252.488
2023,1,BEŞİKTAŞ,22677245.709
2023,2,BEŞİKTAŞ,25393761.085
2023,3,BEŞİKTAŞ,21373740.171
2023,4,BEŞİKTAŞ,13086382.118
2015,1,BEYKOZ,18899549.382
2015,2,BEYKOZ,16498522.466
2015,3,BEYKOZ,15941268.514
2015,4,BEYKOZ,10398787.541
2015,5,BEYKOZ,3296766.752
2015,6,BEYKOZ,2198386.647
2015,7,BEYKOZ,1879229.927
2015,8,BEYKOZ,1846537.973
2015,9,BEYKOZ,2075277.299
2015,10,BEYKOZ,4829955.168
2015,11,BEYKOZ,8811205.225
2015,12,BEYKOZ,17113199.302
2016,1,BEYKOZ,20299869.539
2016,2,BEYKOZ,13840702.638
2016,3,BEYKOZ,13552791.203
2016,4,BEYKOZ,5167049.707
2016,5,BEYKOZ,3922235.782
2016,6,BEYKOZ,2309198.311
2016,7,BEYKOZ,1802990.384
2016,8,BEYKOZ,1897870.463
2016,9,BEYKOZ,2272567.846
2016,10,BEYKOZ,5569455.9
2016,11,BEYKOZ,11986025.977
2016,12,BEYKOZ,21904851.698
2017,1,BEYKOZ,24725237.369
2017,2,BEYKOZ,18606828.533
2017,3,BEYKOZ,16179512.468
2017,4,BEYKOZ,11018049.161
2017,5,BEYKOZ,4727671.886
2017,6,BEYKOZ,2589595.905
2017,7,BEYKOZ,2215785.565
2017,8,BEYKOZ,2181067.696
2017,9,BEYKOZ,2423397.935
2017,10,BEYKOZ,5921331.389
2017,11,BEYKOZ,12280217.815
2017,12,BEYKOZ,16190150.085
2018,1,BEYKOZ,20419877.472
2018,2,BEYKOZ,18097999.683
2018,3,BEYKOZ,15953856.26
2018,4,BEYKOZ,8625614.311
2018,5,BEYKOZ,4292240.217
2018,6,BEYKOZ,2255603.457
2018,7,BEYKOZ,2157974.566
2018,8,BEYKOZ,1999081.936
2018,9,BEYKOZ,2708531.428
2018,10,BEYKOZ,5006339.469
2018,11,BEYKOZ,11526512.568
2018,12,BEYKOZ,20663314.145
2019,1,BEYKOZ,22131482.468
2019,2,BEYKOZ,19185078.192
2019,3,BEYKOZ,16580497.332
2019,4,BEYKOZ,12084963.921
2019,5,BEYKOZ,4540952.009
2019,6,BEYKOZ,2450238.391
2019,7,BEYKOZ,2479712.933
2019,8,BEYKOZ,2255040.831
2019,9,BEYKOZ,2710059.989
2019,10,BEYKOZ,4117831.711
2019,11,BEYKOZ,6918572.937
2019,12,BEYKOZ,16646097.71
2020,1,BEYKOZ,22014446.431
2020,2,BEYKOZ,18425003.508
2020,3,BEYKOZ,16145193.58
2020,4,BEYKOZ,11045187.124
2020,5,BEYKOZ,4240260.808
2020,6,BEYKOZ,3146937.158
2020,7,BEYKOZ,2463802.513
2020,8,BEYKOZ,2404139.303
2020,9,BEYKOZ,2603139.08
2020,10,BEYKOZ,3733590.984
2020,11,BEYKOZ,12348909.62
2020,12,BEYKOZ,16474217.974
2021,1,BEYKOZ,18845842.058
2021,2,BEYKOZ,17833228.661
2021,3,BEYKOZ,20692020.81
2021,4,BEYKOZ,13683149.094
2021,5,BEYKOZ,4318592.925
2021,6,BEYKOZ,3333805.895
2021,7,BEYKOZ,2327417.263
2021,8,BEYKOZ,2461002.556
2021,9,BEYKOZ,3043612.96
2021,10,BEYKOZ,6928625.512
2021,11,BEYKOZ,12010727.909
2021,12,BEYKOZ,18463033.033
2022,1,BEYKOZ,23089808.836
2022,2,BEYKOZ,19515941.557
2022,3,BEYKOZ,23897996.745
2022,4,BEYKOZ,10464681.118
2022,5,BEYKOZ,5820555.128
2022,6,BEYKOZ,3046304.514
2022,7,BEYKOZ,2453245.197
2022,8,BEYKOZ,2489374.476
2022,9,BEYKOZ,2812817.384
2022,10,BEYKOZ,5260936.298
2022,11,BEYKOZ,9397891.742
2022,12,BEYKOZ,15719456.446
2023,1,BEYKOZ,17759042.24
2023,2,BEYKOZ,19818345.099
2023,3,BEYKOZ,17287400.059
2023,4,BEYKOZ,10420394.907
2015,1,BEYLİKDÜZÜ,22791424.033
2015,2,BEYLİKDÜZÜ,19993177.809
2015,3,BEYLİKDÜZÜ,19576413.178
2015,4,BEYLİKDÜZÜ,12799866.851
2015,5,BEYLİKDÜZÜ,6099860.618
2015,6,BEYLİKDÜZÜ,5048422.451
2015,7,BEYLİKDÜZÜ,4474337.429
2015,8,BEYLİKDÜZÜ,4742373.46
2015,9,BEYLİKDÜZÜ,4682131.414
2015,10,BEYLİKDÜZÜ,7749699.599
2015,11,BEYLİKDÜZÜ,11328611.824
2015,12,BEYLİKDÜZÜ,20463880.97
2016,1,BEYLİKDÜZÜ,24751415.912
2016,2,BEYLİKDÜZÜ,17918052.758
2016,3,BEYLİKDÜZÜ,16683047.601
2016,4,BEYLİKDÜZÜ,8114489.55
2016,5,BEYLİKDÜZÜ,6758115.65
2016,6,BEYLİKDÜZÜ,5306662.613
2016,7,BEYLİKDÜZÜ,4098820.073
2016,8,BEYLİKDÜZÜ,4971814.774
2016,9,BEYLİKDÜZÜ,5055200.838
2016,10,BEYLİKDÜZÜ,8387152.513
2016,11,BEYLİKDÜZÜ,16096964.821
2016,12,BEYLİKDÜZÜ,26741983.842
2017,1,BEYLİKDÜZÜ,31015412.215
2017,2,BEYLİKDÜZÜ,24416222.654
2017,3,BEYLİKDÜZÜ,20482003.929
2017,4,BEYLİKDÜZÜ,13755429.108
2017,5,BEYLİKDÜZÜ,7211454.054
2017,6,BEYLİKDÜZÜ,5259895.901
2017,7,BEYLİKDÜZÜ,5357324.328
2017,8,BEYLİKDÜZÜ,5189927.102
2017,9,BEYLİKDÜZÜ,5432442.31
2017,10,BEYLİKDÜZÜ,8879167.549
2017,11,BEYLİKDÜZÜ,16566773.64
2017,12,BEYLİKDÜZÜ,19239196.435
2018,1,BEYLİKDÜZÜ,28370212.844
2018,2,BEYLİKDÜZÜ,22983759.022
2018,3,BEYLİKDÜZÜ,22429868.072
2018,4,BEYLİKDÜZÜ,11521190.004
2018,5,BEYLİKDÜZÜ,7328170.748
2018,6,BEYLİKDÜZÜ,5198606.551
2018,7,BEYLİKDÜZÜ,5494862.63
2018,8,BEYLİKDÜZÜ,4810406.252
2018,9,BEYLİKDÜZÜ,5591253.146
2018,10,BEYLİKDÜZÜ,8036854.697
2018,11,BEYLİKDÜZÜ,16013990.946
2018,12,BEYLİKDÜZÜ,27926333.429
2019,1,BEYLİKDÜZÜ,30168337.564
2019,2,BEYLİKDÜZÜ,24668846.51
2019,3,BEYLİKDÜZÜ,21797414.201
2019,4,BEYLİKDÜZÜ,15740588.162
2019,5,BEYLİKDÜZÜ,7955545.958
2019,6,BEYLİKDÜZÜ,5414124.538
2019,7,BEYLİKDÜZÜ,6003744.007
2019,8,BEYLİKDÜZÜ,5347744.155
2019,9,BEYLİKDÜZÜ,6144476.625
2019,10,BEYLİKDÜZÜ,7796392.394
2019,11,BEYLİKDÜZÜ,10639893.528
2019,12,BEYLİKDÜZÜ,22634754.651
2020,1,BEYLİKDÜZÜ,30142412.529
2020,2,BEYLİKDÜZÜ,25331463.849
2020,3,BEYLİKDÜZÜ,22213131.699
2020,4,BEYLİKDÜZÜ,15628509.427
2020,5,BEYLİKDÜZÜ,7457373.469
2020,6,BEYLİKDÜZÜ,6405648.785
2020,7,BEYLİKDÜZÜ,5824928.612
2020,8,BEYLİKDÜZÜ,5729149.008
2020,9,BEYLİKDÜZÜ,6365131.809
2020,10,BEYLİKDÜZÜ,7290386.481
2020,11,BEYLİKDÜZÜ,18164702.26
2020,12,BEYLİKDÜZÜ,23883270.715
2021,1,BEYLİKDÜZÜ,26489220.428
2021,2,BEYLİKDÜZÜ,25319645.663
2021,3,BEYLİKDÜZÜ,29045032.534
2021,4,BEYLİKDÜZÜ,19543964.848
2021,5,BEYLİKDÜZÜ,7761482.909
2021,6,BEYLİKDÜZÜ,7628345.524
2021,7,BEYLİKDÜZÜ,5546312.059
2021,8,BEYLİKDÜZÜ,5912543.156
2021,9,BEYLİKDÜZÜ,6558546.438
2021,10,BEYLİKDÜZÜ,11698565.47
2021,11,BEYLİKDÜZÜ,18014753.922
2021,12,BEYLİKDÜZÜ,27602158.746
2022,1,BEYLİKDÜZÜ,33158558.189
2022,2,BEYLİKDÜZÜ,28030976.976
2022,3,BEYLİKDÜZÜ,34196547.998
2022,4,BEYLİKDÜZÜ,15395421.501
2022,5,BEYLİKDÜZÜ,9488062.574
2022,6,BEYLİKDÜZÜ,6842041.641
2022,7,BEYLİKDÜZÜ,5554278.646
2022,8,BEYLİKDÜZÜ,6273599.45
2022,9,BEYLİKDÜZÜ,6876934.381
2022,10,BEYLİKDÜZÜ,9184336.227
2022,11,BEYLİKDÜZÜ,14367351.417
2022,12,BEYLİKDÜZÜ,23426741.424
2023,1,BEYLİKDÜZÜ,25863162.199
2023,2,BEYLİKDÜZÜ,28827513.008
2023,3,BEYLİKDÜZÜ,24060517.534
2023,4,BEYLİKDÜZÜ,14840997.71
2015,1,BEYOĞLU,17401991.203
2015,2,BEYOĞLU,15153854.46
2015,3,BEYOĞLU,14642321.321
2015,4,BEYOĞLU,9492820.635
2015,5,BEYOĞLU,3655272.647
2015,6,BEYOĞLU,2674097.041
2015,7,BEYOĞLU,2256982.306
2015,8,BEYOĞLU,2375242.447
2015,9,BEYOĞLU,2584931.609
2015,10,BEYOĞLU,4611319.084
2015,11,BEYOĞLU,7467667.452
2015,12,BEYOĞLU,14623565.29
2016,1,BEYOĞLU,18102029.03
2016,2,BEYOĞLU,12736010.827
2016,3,BEYOĞLU,11963902.723
2016,4,BEYOĞLU,4901863.442
2016,5,BEYOĞLU,3869482.345
2016,6,BEYOĞLU,2608569.167
2016,7,BEYOĞLU,2179622.535
2016,8,BEYOĞLU,2425261.59
2016,9,BEYOĞLU,2515429.278
2016,10,BEYOĞLU,4893065.698
2016,11,BEYOĞLU,10464220.928
2016,12,BEYOĞLU,18302787.136
2017,1,BEYOĞLU,21443029.44
2017,2,BEYOĞLU,16415206.75
2017,3,BEYOĞLU,13831188.21
2017,4,BEYOĞLU,9356783.119
2017,5,BEYOĞLU,4268762.029
2017,6,BEYOĞLU,2663316.105
2017,7,BEYOĞLU,2629908.414
2017,8,BEYOĞLU,2647409.337
2017,9,BEYOĞLU,2721471.253
2017,10,BEYOĞLU,4982303.916
2017,11,BEYOĞLU,10355386.454
2017,12,BEYOĞLU,12247616.528
2018,1,BEYOĞLU,18260167.414
2018,2,BEYOĞLU,14876853.404
2018,3,BEYOĞLU,14445838.749
2018,4,BEYOĞLU,7288577.801
2018,5,BEYOĞLU,3936023.094
2018,6,BEYOĞLU,2751782.334
2018,7,BEYOĞLU,2829375.462
2018,8,BEYOĞLU,2541578.894
2018,9,BEYOĞLU,2992592.309
2018,10,BEYOĞLU,4422652.045
2018,11,BEYOĞLU,9516418.73100001
2018,12,BEYOĞLU,18038741.46
2019,1,BEYOĞLU,19781753.69
2019,2,BEYOĞLU,16246011.971
2019,3,BEYOĞLU,14479294.836
2019,4,BEYOĞLU,10638140.056
2019,5,BEYOĞLU,4406358.735
2019,6,BEYOĞLU,2811961.077
2019,7,BEYOĞLU,2972248.845
2019,8,BEYOĞLU,2751480.814
2019,9,BEYOĞLU,3099699.672
2019,10,BEYOĞLU,4034241.127
2019,11,BEYOĞLU,5932432.71
2019,12,BEYOĞLU,14101250.403
2020,1,BEYOĞLU,19570923.718
2020,2,BEYOĞLU,16232347.252
2020,3,BEYOĞLU,12595904.765
2020,4,BEYOĞLU,7818081.116
2020,5,BEYOĞLU,3174108.125
2020,6,BEYOĞLU,2354299.871
2020,7,BEYOĞLU,2011371.578
2020,8,BEYOĞLU,2059147.098
2020,9,BEYOĞLU,2388542.24
2020,10,BEYOĞLU,3145079.109
2020,11,BEYOĞLU,9442346.273
2020,12,BEYOĞLU,12649092.801
2021,1,BEYOĞLU,14610025.311
2021,2,BEYOĞLU,14081993.419
2021,3,BEYOĞLU,16538957.23
2021,4,BEYOĞLU,10801610.485
2021,5,BEYOĞLU,3397181.762
2021,6,BEYOĞLU,2936649.169
2021,7,BEYOĞLU,2496201.912
2021,8,BEYOĞLU,2547867.323
2021,9,BEYOĞLU,2980153.282
2021,10,BEYOĞLU,5992511.458
2021,11,BEYOĞLU,10205979.357
2021,12,BEYOĞLU,15954356.06
2022,1,BEYOĞLU,19962582.737
2022,2,BEYOĞLU,16907663.296
2022,3,BEYOĞLU,21112488.84
2022,4,BEYOĞLU,9067490.979
2022,5,BEYOĞLU,5309226.135
2022,6,BEYOĞLU,3290370.595
2022,7,BEYOĞLU,2851386.052
2022,8,BEYOĞLU,2931367.417
2022,9,BEYOĞLU,3336275.836
2022,10,BEYOĞLU,4843171.187
2022,11,BEYOĞLU,7871610.211
2022,12,BEYOĞLU,13472702.839
2023,1,BEYOĞLU,15123892.085
2023,2,BEYOĞLU,17116877.257
2023,3,BEYOĞLU,14301456.114
2023,4,BEYOĞLU,8735685.949
2015,1,BÜYÜKÇEKMECE,18020191.942
